"ListingDate","SalesDate","ListPrice","SaleDollarCnt","ZestimateDollarCnt","BedroomCnt","BathroomCnt","FinishedSquareFeet","YearBuilt","MajorRemodelYear","StoryCnt","RoomTotalCnt","SFR","Latitude","Longitude","PageViews"
"2015-01-22","2015-02-27",375000,385000,463165,3,2,1440,1918,NA,1,NA,1,47565790,-122383752,1281
"2015-03-24",NA,NA,NA,NA,1,1,818,1967,1977,6,NA,1,47622136,-122327793,232
"2015-02-18",NA,425000,NA,377766,3,1,930,1952,NA,1,NA,1,47688880,-122301185,490
"2015-03-24",NA,545000,NA,NA,2,1,1750,1908,NA,1,NA,1,47650746,-122385769,272
"2015-03-05",NA,379000,NA,NA,2,1.5,1340,2008,NA,2,NA,1,47587992,-122304322,76
"2015-02-26",NA,750000,NA,862834,4,2.5,2930,1948,NA,1,NA,0,47618190,-122315700,756
"2015-01-23","2015-02-18",799950,798750,730570,2,3,2160,2005,NA,3,NA,1,47660710,-122354045,642
"2015-02-06",NA,209900,NA,259462,2,1,910,1985,1985,4,6,1,47638550,-122343940,164
"2015-03-24",NA,NA,NA,NA,5,2,2170,1900,1965,1,NA,0,47586410,-122397546,29
"2015-03-14",NA,385000,NA,NA,2,2,929,1990,2004,4,NA,1,47604752,-122319031,534
"2015-03-29",NA,325000,NA,NA,2,2.5,1170,2008,NA,2,NA,1,47704213,-122352143,482
"2015-01-09","2015-01-29",375000,385000,371472,2,2,1133,2003,2003,1,NA,1,47556989,-122386432,904
"2015-02-21",NA,850000,NA,648755,2,1,1030,1909,2010,1,NA,1,47639031,-122357864,319
"2015-03-24",NA,789900,NA,NA,4,4.25,4105,2004,NA,2,NA,1,47725261,-122316594,687
"2015-03-05",NA,689800,NA,NA,2,1.75,1370,1950,NA,1,NA,1,47649150,-122391050,660
"2015-01-26","2015-03-02",362950,421000,343359,2,2,900,1968,2001,4,NA,1,47669681,-122394186,700
"2015-01-23","2015-02-18",224500,224500,221729,1,1,590,2002,2002,1,NA,1,47582391,-122385324,517
"2015-01-21","2015-02-10",989000,1100000,997192,4,4,2880,1926,NA,2,NA,1,47644790,-122317451,160
"2015-01-18","2015-02-10",375000,380000,357533,NA,NA,1470,2006,NA,3,NA,1,47715099,-122355722,484
"2015-04-06",NA,599000,NA,NA,3,2.5,1660,2005,NA,3,NA,1,47680008,-122322320,323
"2015-03-13",NA,1215000,NA,NA,3,1,1130,1910,1948,1,NA,1,47655455,-122387814,314
"2015-02-17",NA,NA,NA,352617,5,3,1880,1997,NA,1,NA,1,47545256,-122362915,35
"2015-02-26",NA,549000,NA,457997,3,1.5,1300,2007,NA,2,NA,1,47611412,-122309921,435
"2015-02-01","2015-02-19",439888,425000,433632,2,2,1013,1991,1991,1,NA,1,47632141,-122358801,263
"2015-03-26",NA,950000,NA,NA,4,1.5,2100,1912,NA,2,NA,1,47649654,-122335495,635
"2015-01-06","2015-03-03",565000,565000,643527,4,2,1750,1923,NA,2,NA,1,47545050,-122380115,493
"2015-03-12",NA,1265000,NA,NA,4,3.75,2870,1906,NA,3,NA,1,47626731,-122316022,641
"2015-03-12",NA,760000,NA,NA,6,3.75,3810,1977,NA,2,NA,0,47693837,-122339931,136
"2015-01-10","2015-01-29",279500,305000,281738,2,2,830,2005,NA,2,NA,1,47695437,-122304346,669
"2015-01-11","2015-03-04",325000,325000,258536,2,1,1070,1942,NA,1,NA,1,47522435,-122349645,473
"2014-12-31",NA,330000,NA,329671,3,1,1250,1941,NA,1,NA,1,47558079,-122305450,240
"2015-03-07",NA,589500,NA,NA,4,2.25,2570,1961,NA,2,NA,1,47717551,-122333461,465
"2015-03-14",NA,568000,NA,NA,2,1,870,1909,NA,1,NA,1,47664510,-122287689,381
"2015-01-09",NA,449950,NA,456353,2,2,1270,1934,NA,1,NA,1,47699820,-122379650,535
"2015-03-05",NA,459000,NA,NA,4,2,2360,1925,NA,1,NA,1,47525560,-122375400,329
"2015-03-28",NA,525000,NA,NA,3,3,2440,1982,NA,2,NA,1,47715152,-122341728,425
"2015-03-27",NA,299950,NA,NA,2,1.5,1270,2006,NA,2,NA,1,47558926,-122363097,76
"2015-03-19",NA,399950,NA,NA,3,2,1410,1900,1991,2,NA,1,47554180,-122317090,520
"2015-04-03",NA,655000,NA,NA,1,1,689,2009,2009,39,NA,1,47613730,-122334580,426
"2015-04-02",NA,499000,NA,NA,2,2.25,1370,2000,NA,2,NA,1,47639871,-122319995,134
"2015-01-04",NA,285300,NA,377233,4,1.75,1460,1938,NA,1,NA,1,47716450,-122285190,156
"2015-03-17",NA,674900,NA,NA,2,1.75,1117,2005,2005,1,NA,1,47615990,-122351140,542
"2015-02-20",NA,349000,NA,365677,1,1,817,2003,2003,5,NA,1,47624282,-122361559,433
"2015-03-08",NA,600000,NA,NA,2,1,1470,1920,NA,2,NA,1,47712784,-122350609,689
"2015-04-03",NA,245000,NA,NA,1,1,635,1908,2000,3,NA,1,47612420,-122347910,202
"2015-01-13","2015-02-03",375000,405200,372388,1,1,793,1928,1969,4,NA,1,47620944,-122314727,639
"2015-03-06",NA,500000,NA,NA,3,2,1540,1942,NA,1,NA,1,47696830,-122316220,305
"2015-03-12",NA,725000,NA,NA,3,1.75,1650,1900,NA,2,NA,1,47674310,-122371190,515
"2015-01-29",NA,330000,NA,307179,3,2.25,1590,2001,NA,2,NA,1,47543739,-122293037,363
"2015-01-29","2015-02-26",430000,460000,333551,3,1,1130,1944,NA,1,NA,1,47714102,-122282576,914
"2015-03-18",NA,300000,NA,NA,1,1,660,1906,NA,1,NA,1,47565942,-122284225,605
"2015-04-03",NA,310000,NA,NA,1,1,873,1966,1976,4,NA,1,47639640,-122327722,312
"2015-01-21",NA,144950,NA,146059,1,1,529,1967,1993,3,NA,1,47523036,-122275337,583
"2015-01-18","2015-02-13",449000,449000,390844,7,2,2406,1900,NA,2,NA,1,47616090,-122303026,577
"2015-01-09",NA,399950,NA,368827,3,1.75,1340,1960,NA,1,NA,1,47713356,-122291755,548
"2015-01-02",NA,420000,NA,513451,4,1.75,1820,1942,NA,1,NA,1,47687173,-122295682,830
"2015-02-11",NA,650000,NA,518923,4,1,2340,1929,NA,2,NA,1,47576845,-122304642,711
"2015-03-25",NA,398000,NA,NA,4,1,1430,1953,NA,2,NA,1,47727206,-122311310,381
"2015-04-03",NA,285000,NA,NA,2,1,742,1989,2005,4,NA,1,47629177,-122345316,634
"2015-03-28",NA,175000,NA,NA,1,1,770,1980,1980,4,NA,1,47718744,-122291018,325
"2015-03-26",NA,NA,NA,NA,3,1.75,2270,1953,NA,1,NA,1,47679972,-122318526,7
"2015-02-21",NA,515000,NA,453858,1,1,954,2007,2007,1,NA,1,47615840,-122336221,717
"2015-02-17",NA,345000,NA,345637,3,1,1060,1943,NA,1,NA,1,47511010,-122379270,460
"2015-04-02",NA,499850,NA,NA,2,1.75,1164,1988,2005,5,NA,1,47611860,-122309400,173
"2015-02-25",NA,236000,NA,366608,2,3,1470,2008,NA,2,NA,1,47561190,-122362530,512
"2015-01-10","2015-02-10",594000,615500,547831,3,2,1810,1958,NA,1,NA,1,47681921,-122287385,1227
"2015-02-26",NA,649000,NA,717644,4,3,3640,2010,NA,2,NA,1,47542705,-122270253,630
"2015-04-03",NA,699950,NA,NA,3,1.75,1820,1948,2009,1,NA,1,47506858,-122386352,429
"2015-01-09","2015-02-13",359900,354000,324892,1,1,742,1989,2000,4,NA,1,47620091,-122324226,669
"2015-01-14","2015-02-12",355000,367550,332279,2,2,1075,1979,1979,3,NA,1,47647878,-122374815,106
"2015-03-04",NA,495000,NA,NA,2,1,1390,1908,NA,1,NA,1,47556958,-122278754,705
"2015-02-17",NA,NA,NA,352617,5,3,1880,1997,NA,1,NA,1,47543900,-122362720,35
"2015-01-08","2015-01-30",245000,230000,222231,NA,1,447,2001,2001,1,NA,1,47616409,-122352302,61
"2015-02-02",NA,NA,NA,198506,NA,1,525,1930,1965,14,NA,1,47608654,-122323096,130
"2015-03-18",NA,330000,NA,NA,2,1.5,830,2009,NA,2,NA,1,47592629,-122300353,205
"2015-01-16","2015-02-24",290000,290000,325395,2,2,1656,1972,1980,2,NA,1,47674739,-122264649,639
"2015-01-02","2015-02-04",224999,225000,216996,3,3,1020,2004,NA,2,NA,1,47529380,-122361014,339
"2015-03-24",NA,175000,NA,NA,3,2,1040,1978,NA,1,NA,1,47536240,-122358710,479
"2015-01-07","2015-01-30",230000,284500,299606,2,1,700,1943,NA,1,NA,1,47548130,-122392125,450
"2015-01-04",NA,155000,NA,180636,NA,1,420,2002,2002,1,NA,1,47582081,-122385513,180
"2015-02-03","2015-02-23",640000,709000,665863,3,2,2360,1951,NA,1,NA,1,47713360,-122366999,2185
"2015-03-04",NA,450000,NA,NA,3,1,1210,1956,NA,1,NA,1,47558862,-122290066,254
"2015-03-07",NA,650000,NA,NA,3,1.75,1940,1960,NA,1,NA,1,47702693,-122281692,218
"2015-01-24","2015-03-04",209900,210000,197875,2,1,818,1978,1978,3,NA,1,47650833,-122382590,152
"2015-04-07",NA,NA,NA,NA,3,2.5,1610,2003,NA,3,NA,1,47666135,-122369455,386
"2015-03-30",NA,1350000,NA,NA,3,1,2180,1952,NA,1,NA,1,47503395,-122387315,482
"2015-03-12",NA,1050000,NA,NA,4,3.5,3720,2006,NA,2,15,1,47564220,-122398770,421
"2015-03-28",NA,1325000,NA,NA,3,2.25,3290,1939,NA,2,NA,1,47658230,-122280435,760
"2015-03-13",NA,859950,NA,NA,3,1,760,1926,NA,1,NA,1,47688480,-122364640,528
"2015-02-08","2015-03-02",275000,283502,280933,1,1,873,1966,1976,4,NA,1,47639480,-122327980,261
"2015-01-03","2015-02-10",279900,280000,288685,2,2,800,2003,NA,2,NA,1,47697338,-122340583,566
"2015-01-23","2015-02-27",1265000,1265000,1126628,3,2,2240,1941,NA,2,NA,1,47662130,-122269915,1304
"2015-03-10",NA,1065000,NA,NA,5,2,2810,1914,2008,2,NA,1,47582610,-122292470,716
"2015-04-06",NA,170000,NA,NA,2,2,1040,1971,1971,4,NA,1,47522121,-122263778,304
"2015-03-14",NA,650000,NA,NA,4,2,1460,1947,NA,2,NA,1,47669151,-122285461,334
"2015-02-05","2015-03-02",389950,396000,388778,4,1,1040,1944,NA,2,NA,1,47694481,-122367760,347
"2015-02-13","2015-02-27",499950,575000,401018,2,1,1160,1911,NA,1,NA,1,47525638,-122379608,885
"2015-03-02",NA,NA,NA,NA,1,1,722,2007,2007,1,NA,1,47615970,-122336110,456
"2015-04-03",NA,809000,NA,NA,3,1,2280,1936,NA,1,NA,1,47636790,-122371710,533
"2015-03-24",NA,799000,NA,NA,4,1.5,1810,1968,NA,1,NA,1,47727265,-122350965,376
"2015-04-03",NA,325000,NA,NA,2,1,920,1950,NA,1,NA,1,47733710,-122299910,380
"2015-02-03","2015-02-24",1475000,1475000,1305516,2,3,2430,1949,NA,1,NA,1,47632800,-122288380,2451
"2015-03-13",NA,825000,NA,NA,3,1.5,1940,1916,NA,2,NA,1,47661823,-122324775,657
"2015-03-31",NA,559000,NA,NA,2,1,830,1946,2001,1,NA,1,47656093,-122351524,317
"2015-02-06","2015-03-04",549000,550000,500836,3,3,1230,2013,NA,3,NA,1,47652113,-122399604,561
"2015-03-03",NA,3300000,NA,NA,7,5.75,8890,1909,1990,3,NA,1,47632556,-122392723,369
"2015-01-27","2015-02-26",699000,775000,636606,3,2,1700,1924,NA,2,NA,1,47678601,-122360168,824
"2015-02-26",NA,650000,NA,719432,3,1.75,2070,1941,NA,2,NA,0,47618190,-122315700,723
"2015-02-08",NA,510000,NA,473786,3,4,1620,2001,2001,3,NA,1,47669377,-122392008,197
"2015-04-02",NA,NA,NA,NA,3,3.25,1760,2000,2000,2,NA,1,47622550,-122297830,67
"2015-03-10",NA,799950,NA,NA,5,2,2890,1922,NA,2,NA,1,47639601,-122408338,672
"2015-04-02",NA,230000,NA,NA,2,2,1166,1980,1980,4,NA,1,47556960,-122387000,484
"2015-02-11",NA,224950,NA,232900,2,3,1013,2006,2006,2,NA,1,47536462,-122269280,248
"2015-01-07","2015-02-12",389950,411000,416817,1,1,1080,1948,NA,2,NA,1,47660330,-122394000,405
"2015-03-13",NA,199950,NA,NA,1,1,686,1989,2003,4,NA,1,47541140,-122387087,363
"2015-01-09","2015-01-27",335000,370000,334355,3,3,1070,2004,NA,2,NA,1,47561970,-122384040,956
"2015-03-03",NA,379900,NA,NA,3,1.75,1350,1999,NA,3,NA,1,47696069,-122349767,143
"2015-01-23","2015-02-23",275000,270000,239049,NA,1,514,2005,2005,1,NA,1,47615447,-122313827,658
"2015-03-28",NA,409950,NA,NA,2,1,830,1947,1998,1,NA,1,47690853,-122381404,511
"2015-03-01",NA,269950,NA,NA,3,2,1350,1979,NA,1,NA,1,47503019,-122259820,175
"2015-03-13",NA,724950,NA,NA,4,1,1720,1924,NA,2,NA,1,47663125,-122360995,388
"2015-03-25",NA,1050000,NA,NA,4,2.25,2740,1953,NA,1,NA,1,47711682,-122278446,442
"2015-03-28",NA,265000,NA,NA,2,1.5,697,1987,1987,2,NA,1,47642887,-122361320,52
"2015-01-23","2015-02-12",249990,250000,295647,1,1,993,1984,1984,4,NA,1,47652970,-122368770,991
"2015-03-29",NA,649000,NA,NA,2,2,1240,1901,NA,2,9,0,47614965,-122301780,343
"2015-01-13","2015-02-24",329000,320000,307119,2,2,1126,1975,1984,4,NA,1,47561491,-122388122,792
"2015-03-28",NA,529000,NA,NA,3,2.5,1490,2008,NA,2,NA,1,47647835,-122382974,447
"2015-04-02",NA,494900,NA,NA,3,2.5,2040,2008,NA,2,NA,1,47573009,-122371681,376
"2015-03-02",NA,535000,NA,NA,4,2.5,2240,1974,NA,1,NA,1,47501133,-122375173,517
"2015-04-04",NA,395000,NA,NA,3,2,1165,2000,NA,2,NA,1,47649245,-122383119,435
"2015-03-28",NA,485000,NA,NA,4,3,2030,1967,NA,1,NA,1,47695581,-122301270,661
"2015-01-25",NA,700000,NA,622478,2,2.5,1262,1998,1998,1,NA,1,47636653,-122277523,543
"2015-02-26",NA,NA,NA,1244835,4,1.5,2720,1926,NA,2,NA,1,47649590,-122276170,105
"2015-03-19",NA,NA,NA,NA,2,1,2360,1926,2002,2,NA,1,47668209,-122363559,224
"2015-03-03",NA,1200000,NA,NA,3,2.75,2386,2002,2002,6,NA,1,47594506,-122388330,1001
"2015-03-24",NA,789900,NA,NA,4,4.25,4105,2004,NA,2,NA,1,47725095,-122316155,381
"2015-03-07",NA,580000,NA,NA,3,3.25,1860,2009,NA,3,NA,1,47653430,-122341132,151
"2015-01-19",NA,1700000,NA,1226559,4,2.5,2600,1950,NA,1,13,1,47666800,-122267640,639
"2015-01-13","2015-01-28",630000,716000,639539,3,2,1420,1904,NA,2,NA,1,47636720,-122364035,1374
"2015-02-25",NA,695000,NA,606987,3,1,1690,1926,NA,1,NA,1,47672595,-122293575,643
"2015-03-27",NA,2100000,NA,NA,3,2.5,3110,1994,NA,2,NA,1,47730850,-122281890,1097
"2015-03-26",NA,425000,NA,NA,3,3,1360,2005,NA,3,NA,1,47691947,-122341743,596
"2015-03-10",NA,435000,NA,NA,2,1,950,1919,NA,1,NA,1,47687035,-122389467,464
"2015-01-15","2015-01-30",740000,733000,667360,6,3,2730,1962,NA,1,NA,0,47675052,-122379928,317
"2015-04-02",NA,649900,NA,NA,2,1.5,1080,1923,NA,1,NA,1,47700685,-122386450,766
"2015-02-25",NA,695000,NA,606987,3,1,1690,1926,NA,1,NA,1,47672594,-122293579,679
"2015-03-16",NA,457500,NA,NA,2,1,1000,1915,NA,1,NA,1,47565865,-122389055,598
"2015-01-24","2015-02-25",650000,640000,565801,3,4,1740,1998,NA,2,NA,1,47608496,-122311272,1033
"2015-03-25",NA,1050000,NA,NA,4,3.5,3170,1999,NA,2,NA,1,47626550,-122297580,808
"2015-01-16","2015-02-20",620000,630000,655065,4,2,2000,1925,NA,2,NA,1,47578661,-122292653,528
"2015-04-01",NA,335000,NA,NA,3,2.5,1020,2004,NA,2,NA,1,47561970,-122384040,528
"2015-01-08","2015-02-12",425000,425000,362775,3,3,1400,2009,NA,2,NA,1,47570264,-122288093,604
"2015-01-24","2015-02-13",475000,502500,422930,2,2,1146,1993,1993,1,NA,1,47647470,-122333820,829
"2015-03-26",NA,NA,NA,NA,3,1.75,1530,1954,NA,1,NA,1,47699117,-122380903,25
"2015-03-16",NA,320000,NA,NA,2,2,1150,1984,1984,4,NA,1,47653429,-122369634,488
"2015-03-13",NA,359000,NA,NA,1,1,745,2003,2003,5,NA,1,47623199,-122361878,455
"2015-01-04","2015-03-02",345900,335750,303355,3,3,2400,1955,NA,1,NA,1,47504450,-122251375,273
"2015-01-15","2015-03-03",700000,700000,602803,NA,NA,NA,NA,NA,NA,NA,0,47722110,-122333630,890
"2015-01-28","2015-02-27",315000,330000,305831,1,1,612,2007,2007,6,NA,1,47613597,-122316420,215
"2015-03-05",NA,325000,NA,NA,2,1.75,1568,1973,1973,3,NA,1,47730162,-122312588,149
"2015-02-02",NA,120000,NA,216265,2,2,1081,2007,2007,3,NA,1,47547800,-122369348,453
"2015-02-24",NA,450000,NA,359788,1,1,670,1991,1991,24,NA,1,47608642,-122338790,624
"2015-01-26",NA,1995000,NA,1872734,5,5,5940,1909,NA,3,NA,1,47580025,-122378465,973
"2015-01-14","2015-02-18",465000,475000,435394,2,2,1108,1990,1990,5,NA,1,47630035,-122324737,1203
"2015-01-21","2015-02-10",989000,1100000,997192,4,4,2880,1926,NA,2,NA,1,47644790,-122317445,986
"2015-01-06","2015-02-10",205000,197500,178264,1,1,815,1974,1974,4,NA,1,47653781,-122389793,411
"2015-01-18","2015-02-13",449000,449000,390844,7,2,2406,1900,NA,2,NA,1,47616125,-122303090,994
"2015-03-26",NA,479950,NA,NA,3,1,1040,1941,NA,1,8,1,47563590,-122393840,158
"2015-02-06",NA,NA,NA,404425,2,1,5691,1908,2000,3,NA,1,47613052,-122347188,119
"2015-03-27",NA,910000,NA,NA,5,2.75,1510,1946,NA,2,NA,1,47665340,-122270440,577
"2015-03-12",NA,359000,NA,NA,2,2.75,1370,2009,NA,2,NA,1,47705150,-122342670,120
"2015-02-06",NA,NA,NA,771529,3,1.75,1820,1937,NA,1,NA,1,47625806,-122364789,319
"2015-01-07","2015-01-30",230000,284500,299606,2,1,700,1943,NA,1,NA,1,47548132,-122392134,400
"2015-01-30",NA,579900,NA,461898,5,2,2460,1956,NA,1,NA,1,47528040,-122263625,427
"2015-03-12",NA,339950,NA,NA,3,2.25,998,2007,NA,2,NA,1,47698116,-122366235,259
"2015-03-07",NA,269000,NA,NA,2,1,800,1977,2005,3,NA,1,47676820,-122387630,248
"2015-02-20",NA,299999,NA,327892,3,1,1920,1955,NA,1,NA,1,47534405,-122273580,554
"2015-01-31",NA,NA,NA,297236,1,1,657,1968,2003,7,NA,1,47623873,-122363121,69
"2015-03-05",NA,450000,NA,NA,4,2,2310,1994,NA,1,NA,1,47547034,-122297593,428
"2015-01-21","2015-02-10",1350000,1465000,1127983,3,2,2480,1940,NA,2,NA,1,47701777,-122381203,2356
"2015-03-09",NA,NA,NA,NA,8,3,3750,1903,NA,2,NA,0,47628407,-122364569,158
"2015-01-18","2015-02-13",449000,449000,390844,7,2,2406,1900,NA,2,NA,1,47615900,-122302740,915
"2015-03-18",NA,685000,NA,NA,2,1,1140,1924,2006,1,11,1,47655362,-122333306,204
"2015-03-18",NA,418800,NA,NA,3,1.5,1280,1941,2005,1,9,1,47550893,-122376747,167
"2015-03-19",NA,399999,NA,NA,2,1,1100,1946,NA,1,NA,1,47577220,-122381121,136
"2015-03-17",NA,749950,NA,NA,4,2,2190,1913,NA,2,NA,1,47721451,-122302816,370
"2015-04-01",NA,427850,NA,NA,4,1,2000,1927,NA,2,NA,1,47553970,-122363925,157
"2015-01-16","2015-02-11",337500,337500,320464,1,1,926,1963,1985,11,NA,1,47624357,-122363497,369
"2015-02-28",NA,1600000,NA,1241852,4,3.5,4390,2008,NA,2,NA,1,47647998,-122397330,421
"2015-03-20",NA,750000,NA,NA,5,2,2740,1959,NA,1,NA,1,47681897,-122392928,105
"2015-01-07",NA,475000,NA,617836,NA,NA,1800,2002,2002,5,NA,1,47637788,-122388101,160
"2015-02-25",NA,784900,NA,674794,6,3.5,3260,1900,1992,2,NA,1,47594130,-122297440,508
"2015-03-13",NA,700000,NA,NA,2,1,1540,1919,NA,1,NA,1,47657373,-122357253,473
"2015-01-20","2015-02-18",525000,576750,522787,3,1,1110,1966,NA,1,NA,1,47580654,-122393775,515
"2015-02-25",NA,NA,NA,337316,1,1,689,2009,2009,1,NA,1,47622383,-122340133,240
"2015-01-12",NA,5950000,NA,5657532,6,4.75,9180,1926,2002,3,24,1,47640174,-122287963,3005
"2015-01-07",NA,198500,NA,236810,2,1,910,1928,NA,1,NA,1,47540630,-122355795,100
"2015-03-11",NA,374950,NA,NA,3,1,1210,1910,NA,1,NA,1,47712536,-122329949,210
"2015-03-20",NA,425000,NA,NA,2,1,860,1952,NA,1,NA,1,47575190,-122394610,553
"2015-01-07","2015-01-27",639000,675000,683590,4,4,2140,2005,NA,3,NA,1,47673377,-122380132,252
"2015-01-28","2015-02-26",529000,529000,514390,2,1,1210,1950,NA,1,NA,1,47657066,-122395500,609
"2015-04-06",NA,NA,NA,NA,2,1,1030,1942,NA,1,NA,1,47653378,-122403208,253
"2015-01-23","2015-02-19",265000,265000,220617,3,1,1122,1900,NA,2,NA,1,47514270,-122256930,548
"2015-01-10","2015-01-29",539000,580000,620219,3,2,2260,1928,NA,2,NA,1,47677902,-122371116,2241
"2015-03-06",NA,1090000,NA,NA,5,4,2740,1942,2008,1,NA,1,47675128,-122278701,14
"2015-04-06",NA,8280000,NA,NA,3,3.25,9765,1990,2005,2,20,1,47536827,-122264997,3084
"2015-03-26",NA,385000,NA,NA,3,1.5,1380,1948,NA,1,NA,1,47529125,-122347665,387
"2015-01-26",NA,625000,NA,417046,2,1,920,1958,NA,1,NA,1,47668140,-122365592,143
"2015-03-21",NA,NA,NA,NA,1,1,28386,1978,1994,3,NA,1,47626491,-122346047,121
"2015-03-14",NA,445000,NA,NA,3,1,1760,1927,NA,2,NA,1,47550194,-122311481,194
"2015-03-28",NA,NA,NA,NA,1,1,659,1989,1989,5,NA,1,47671143,-122386905,427
"2015-01-15","2015-03-03",700000,700000,602803,NA,NA,NA,NA,NA,NA,NA,0,47722045,-122332736,360
"2015-01-09",NA,598000,NA,854037,6,2.5,3600,1951,NA,1,NA,1,47547740,-122260510,692
"2015-04-02",NA,825000,NA,NA,4,2.5,3350,2002,NA,2,NA,1,47687112,-122378728,166
"2015-03-31",NA,NA,NA,NA,2,1.75,1117,2005,2005,1,NA,1,47615894,-122351051,383
"2015-02-26",NA,NA,NA,523913,5,2.5,2120,1906,NA,2,NA,1,47690415,-122302090,232
"2015-02-20",NA,599950,NA,804647,5,2,3160,1923,NA,2,NA,0,47653961,-122337110,769
"2015-01-27","2015-02-26",699000,775000,636606,3,2,1700,1924,NA,2,NA,1,47678599,-122360170,915
"2015-01-23","2015-02-10",519900,612125,653776,2,2,1670,1950,NA,1,NA,1,47651738,-122373969,793
"2015-01-28",NA,900000,NA,598966,3,2,1890,1955,NA,1,NA,1,47576065,-122403970,325
"2015-03-25",NA,394900,NA,NA,4,3,2690,2008,NA,2,NA,1,47520300,-122277100,469
"2015-01-09",NA,399950,NA,368827,3,1.75,1340,1960,NA,1,NA,1,47713328,-122291073,559
"2015-03-03",NA,799500,NA,NA,3,2.5,1848,2002,2002,6,NA,1,47594118,-122388987,725
"2015-03-19",NA,150000,NA,NA,3,1.75,1440,1954,NA,1,NA,1,47556350,-122362830,76
"2015-03-15",NA,369975,NA,NA,3,2,2120,1961,NA,1,NA,1,47535000,-122360030,258
"2015-03-12",NA,329000,NA,NA,2,2,1170,1990,1990,3,NA,1,47652877,-122374526,552
"2015-01-16","2015-02-24",290000,290000,325395,2,2,1656,1972,1980,2,NA,1,47673250,-122266843,1439
"2015-02-25",NA,1250000,NA,794577,3,3,1810,1978,NA,2,NA,1,47604160,-122288095,861
"2015-01-23","2015-02-23",275000,270000,239049,NA,1,514,2005,2005,1,NA,1,47615380,-122313510,469
"2015-04-03",NA,545000,NA,NA,3,1.5,2540,1964,NA,1,NA,1,47557130,-122394570,741
"2015-01-16","2015-02-24",425000,425000,393491,3,1,1180,1951,NA,1,NA,1,47702789,-122294891,807
"2015-03-12",NA,469950,NA,NA,3,1,1380,1918,2003,1,7,1,47551387,-122385223,360
"2015-03-12",NA,498000,NA,NA,3,1.5,1720,1909,NA,2,10,1,47528602,-122265651,107
"2015-04-02",NA,369000,NA,NA,2,1,1060,1917,NA,1,NA,1,47692766,-122371640,530
"2015-04-03",NA,215000,NA,NA,2,1,680,1932,NA,1,NA,1,47704201,-122349517,93
"2015-01-21","2015-02-09",349900,352900,379094,2,2,1240,2002,NA,2,NA,1,47591496,-122295047,855
"2015-01-26","2015-02-24",298500,345000,327924,2,1,950,1912,2005,1,NA,1,47561770,-122288920,798
"2015-01-11","2015-02-27",699000,680000,641112,2,2,1338,2005,2005,1,NA,1,47615894,-122351051,1255
"2015-03-31",NA,1175000,NA,NA,2,3,2285,1929,1965,12,NA,1,47599833,-122334113,713
"2015-03-20",NA,NA,NA,NA,1,1,626,1968,1968,5,NA,1,47640096,-122330056,39
"2015-01-20","2015-02-26",259950,275000,260047,3,2,1530,1961,NA,1,NA,1,47510425,-122272900,613
"2015-02-01",NA,1250000,NA,854008,5,1.5,2110,1910,NA,2,NA,1,47674702,-122392568,162
"2015-02-25",NA,599900,NA,449098,3,2,1860,1915,NA,2,NA,1,47610233,-122296608,371
"2015-03-31",NA,399999,NA,NA,2,2,963,1990,1990,3,NA,1,47636333,-122347480,152
"2015-03-13",NA,NA,NA,NA,2,1.75,884,1980,1990,4,6,1,47533223,-122376616,276
"2015-01-26","2015-03-05",370000,365000,341409,2,2,1310,2009,NA,2,NA,1,47592545,-122295274,817
"2015-02-03",NA,NA,NA,211641,NA,1,418,1982,1982,3,NA,1,47611428,-122312640,279
"2015-01-28","2015-03-02",487000,627000,463466,2,1,830,1927,NA,1,NA,1,47634258,-122395086,707
"2015-03-25",NA,550000,NA,NA,4,2,2300,1903,NA,2,NA,1,47612119,-122301035,567
"2015-04-03",NA,345500,NA,NA,1,1,655,2007,2007,1,NA,1,47666934,-122382182,325
"2015-03-27",NA,649950,NA,NA,9,9,6600,1917,NA,2,NA,1,47621995,-122298900,287
"2015-01-08","2015-01-30",350000,365000,321584,3,1,1030,1952,NA,1,NA,1,47511826,-122376922,513
"2015-03-13",NA,390000,NA,NA,1,0.75,647,2003,2003,13,NA,1,47615049,-122352737,306
"2015-02-28",NA,550000,NA,537408,4,2.25,1930,1968,NA,1,NA,1,47702557,-122284681,381
"2015-03-30",NA,1350000,NA,NA,3,1,2180,1952,NA,1,NA,1,47503400,-122387326,1032
"2015-01-20",NA,1395000,NA,953537,2,1.5,1900,1911,NA,2,NA,1,47612697,-122286697,904
"2015-01-23","2015-02-18",799950,798750,730570,2,3,2160,2005,NA,3,NA,1,47660715,-122353953,1217
"2015-03-04",NA,789000,NA,NA,3,2,1920,1926,2008,1,6,1,47560608,-122403782,325
"2015-03-12",NA,NA,NA,NA,2,1,1790,1948,NA,1,NA,1,47559805,-122376604,106
"2015-02-05",NA,215000,NA,382865,4,1.5,2000,1909,NA,2,NA,1,47568820,-122316407,557
"2015-03-12",NA,760000,NA,NA,6,3.75,3810,1977,NA,2,NA,0,47694007,-122339935,446
"2015-01-18","2015-02-11",325000,328000,298281,1,1,676,2007,2007,1,NA,1,47668006,-122383071,329
"2015-03-25",NA,NA,NA,NA,3,1,850,1926,NA,1,NA,1,47732110,-122301260,122
