"ListingDate","SalesDate","ListPrice","SaleDollarCnt","ZestimateDollarCnt","BedroomCnt","BathroomCnt","FinishedSquareFeet","YearBuilt","MajorRemodelYear","StoryCnt","RoomTotalCnt","SFR","Latitude","Longitude","PageViews"
"2015-02-23",NA,275000,NA,235454,2,1,720,1918,NA,1,NA,1,47534585,-122352466,330
"2015-03-07",NA,571000,NA,NA,2,2.5,1390,2006,NA,2,NA,1,47622550,-122318970,241
"2015-02-13","2015-02-27",499950,575000,401018,2,1,1160,1911,NA,1,NA,1,47525634,-122379595,219
"2015-01-08","2015-01-12",579000,790000,398657,4,4,2930,1905,NA,2,NA,1,47586880,-122311074,1315
"2015-03-19",NA,600000,NA,NA,4,1,1330,1901,NA,2,NA,1,47649400,-122339480,220
"2015-01-08","2015-02-13",810000,834000,710491,4,4,2370,1928,NA,2,NA,1,47601013,-122294040,892
"2015-01-28","2015-02-26",890000,890000,628292,1,1,987,2008,2008,1,NA,1,47617431,-122349078,584
"2015-02-08",NA,309950,NA,273690,3,3,1530,2001,NA,2,NA,1,47543450,-122293030,310
"2015-01-07","2015-01-30",699950,700000,649152,2,2,962,1991,1991,24,NA,1,47609714,-122339401,954
"2015-01-14",NA,525000,NA,543761,4,2.75,2260,2002,NA,1,NA,1,47707858,-122302568,569
"2015-03-11",NA,649950,NA,NA,4,1,1530,1919,NA,1,NA,1,47596216,-122288119,641
"2015-01-21","2015-02-19",350500,360500,307525,3,1,970,1974,NA,1,NA,1,47565745,-122291220,783
"2015-03-31",NA,NA,NA,NA,2,1.75,1320,1950,NA,1,8,0,47668324,-122282520,349
"2015-03-15",NA,730000,NA,NA,2,1,1110,1922,NA,1,NA,1,47595955,-122291115,360
"2015-03-12",NA,615000,NA,NA,3,2.5,1776,2006,NA,3,NA,1,47653850,-122352020,381
"2015-02-26",NA,649000,NA,717644,4,3,3640,2010,NA,2,NA,1,47542700,-122270245,448
"2015-01-02","2015-02-19",299950,305000,289666,3,3,1320,2005,NA,2,NA,1,47535993,-122283875,728
"2015-02-02",NA,299900,NA,333656,3,1.5,1240,2010,NA,2,NA,1,47544435,-122373122,555
"2015-01-06","2015-02-12",215000,215000,239040,1,1,679,1968,1968,3,NA,1,47628999,-122344439,196
"2015-01-16","2015-02-27",450000,460000,503499,2,2,1063,1989,1989,26,NA,1,47615500,-122349190,560
"2015-02-03","2015-02-24",1475000,1475000,1305516,2,3,2430,1949,NA,1,NA,1,47632324,-122288581,1124
"2015-03-21",NA,239800,NA,NA,2,1,580,1914,NA,1,NA,1,47537931,-122393570,178
"2015-03-24",NA,179900,NA,NA,2,1,813,1987,1987,4,NA,1,47723120,-122349250,94
"2015-01-24","2015-02-17",1345000,1345000,1440646,4,4,3950,1991,NA,2,NA,1,47634690,-122399395,3449
"2015-03-09",NA,479000,NA,NA,1,1,913,2008,2008,1,NA,1,47605919,-122331448,369
"2015-03-10",NA,320000,NA,NA,3,1,1150,1907,NA,1,NA,1,47557365,-122276565,241
"2015-03-14",NA,585000,NA,NA,2,1.5,1710,1925,NA,2,NA,1,47669086,-122290559,513
"2015-04-03",NA,NA,NA,NA,2,2.5,1185,1982,1982,5,NA,1,47635527,-122345927,298
"2015-02-03",NA,NA,NA,2340925,4,4.75,4120,1941,NA,2,NA,1,47625580,-122288310,80
"2015-01-14","2015-02-24",850000,915000,941007,3,2,2280,1917,NA,2,NA,1,47671672,-122338539,3387
"2015-02-16",NA,775000,NA,251623,2,1,980,1942,NA,1,NA,1,47730678,-122360542,138
"2015-01-28","2015-02-26",890000,890000,628292,1,1,987,2008,2008,1,NA,1,47617660,-122349197,1660
"2015-01-10","2015-01-28",525000,380000,484316,2,2,1370,1982,NA,1,NA,1,47615840,-122291240,710
"2015-01-23","2015-02-19",265000,265000,220617,3,1,1122,1900,NA,2,NA,1,47513504,-122256706,638
"2015-03-27",NA,NA,NA,NA,1,1,588,1990,1990,4,NA,1,47639935,-122373312,131
"2015-03-11",NA,649950,NA,NA,4,1,1530,1919,NA,1,NA,1,47596215,-122288109,480
"2015-01-10","2015-02-25",275000,265000,252289,2,2,920,1995,NA,2,NA,1,47707700,-122341950,527
"2015-03-27",NA,274888,NA,NA,3,1.5,1060,1983,2001,1,6,1,47549655,-122355181,365
"2015-04-05",NA,389500,NA,NA,2,1,970,1954,1995,1,NA,1,47539438,-122393751,128
"2015-01-23","2015-02-27",465000,473000,390996,2,1,940,1942,NA,1,NA,1,47648792,-122384963,585
"2015-01-16","2015-02-20",620000,630000,655065,4,2,2000,1925,NA,2,NA,1,47578659,-122292654,1375
"2015-02-05",NA,930000,NA,691143,2,1.5,1404,1905,1985,3,NA,1,47599110,-122334820,751
"2015-03-03",NA,950000,NA,NA,4,1.5,2350,1920,NA,2,NA,1,47583226,-122291196,207
"2015-03-12",NA,189950,NA,NA,1,1,600,1973,1973,3,NA,1,47675886,-122290477,453
"2015-01-07",NA,475000,NA,617836,NA,NA,1800,2002,2002,5,NA,1,47637748,-122388265,347
"2015-03-14",NA,NA,NA,NA,2,1,1330,1900,NA,2,NA,1,47609667,-122300058,336
"2015-01-10","2015-02-19",629950,622500,569405,2,2,1510,2013,NA,3,NA,1,47653024,-122357854,1145
"2015-03-23",NA,NA,NA,NA,2,2,916,1988,1988,3,NA,1,47637090,-122387930,145
"2015-03-19",NA,NA,NA,NA,1,1,554,1988,1988,4,NA,1,47709660,-122333270,314
"2015-03-08",NA,799500,NA,NA,3,5,2080,1997,NA,3,NA,1,47659765,-122354709,679
"2015-03-11",NA,299950,NA,NA,2,2,1096,1986,1986,4,NA,1,47670287,-122381331,455
"2015-01-17","2015-02-10",435000,443500,382169,2,1,940,1949,NA,1,NA,1,47704715,-122373120,561
"2015-03-25",NA,NA,NA,NA,4,2,2470,1922,NA,5,NA,1,47586524,-122316901,411
"2015-03-24",NA,179900,NA,NA,2,1,813,1987,1987,4,NA,1,47723044,-122349851,470
"2015-03-18",NA,425000,NA,NA,5,1.75,2900,1900,1938,2,NA,1,47525700,-122318930,194
"2015-04-06",NA,2950000,NA,NA,3,2.5,2307,1985,1985,5,NA,1,47638020,-122277000,1955
"2015-03-19",NA,1050000,NA,NA,3,2.5,2740,2012,NA,2,NA,1,47674035,-122371190,655
"2015-04-01",NA,NA,NA,NA,4,3,2030,1908,2008,2,11,1,47639413,-122364559,146
"2015-02-23",NA,275000,NA,235454,2,1,720,1918,NA,1,NA,1,47534584,-122352470,410
"2015-01-11",NA,556000,NA,549782,1,1.75,976,1994,1994,27,NA,1,47611811,-122343765,464
"2015-03-07",NA,1725000,NA,NA,3,3,2490,2000,2000,2,NA,1,47559633,-122404323,739
"2015-03-23",NA,595000,NA,NA,3,2.5,2100,1945,NA,2,NA,0,47584519,-122399735,616
"2015-04-06",NA,427500,NA,NA,2,1.75,1244,2004,2004,1,NA,1,47557321,-122387119,319
"2015-03-13",NA,155500,NA,NA,2,1,1013,1982,1982,3,NA,1,47728267,-122348581,106
"2015-03-12",NA,229900,NA,NA,1,1,644,1980,1980,5,NA,1,47624778,-122324958,203
"2015-02-08",NA,309950,NA,273690,3,3,1530,2001,NA,2,NA,1,47543960,-122292870,167
"2015-03-19",NA,665000,NA,NA,1,1,810,1910,NA,1,NA,1,47664438,-122357027,525
"2015-03-25",NA,398000,NA,NA,4,1,1430,1953,NA,2,NA,1,47727208,-122311308,553
"2015-03-29",NA,269950,NA,NA,NA,1,519,1931,1955,4,NA,1,47622282,-122322749,240
"2015-01-06","2015-01-30",649950,682000,607849,3,2,1840,1921,NA,1,NA,1,47667890,-122339280,1198
"2015-02-09",NA,529999,NA,474129,2,1,1030,1942,NA,1,NA,1,47587881,-122387811,380
"2015-03-04",NA,499000,NA,NA,3,1.75,1280,1916,NA,2,NA,1,47686840,-122390647,486
"2015-04-06",NA,389000,NA,NA,3,2,1270,1986,NA,2,NA,1,47700945,-122336885,598
"2015-03-31",NA,399999,NA,NA,2,1,1850,1900,2000,1,NA,1,47608310,-122303070,232
"2015-02-26",NA,1000000,NA,774892,4,3.5,2542,1942,1999,2,NA,1,47533413,-122384885,360
"2015-01-06",NA,157000,NA,167045,5,1,447,1965,1973,3,NA,1,47627160,-122347743,562
"2015-01-18","2015-02-13",449000,449000,390844,7,2,2406,1900,NA,2,NA,1,47616088,-122303024,692
"2015-04-03",NA,298800,NA,NA,1,1,803,2006,2006,1,NA,1,47560139,-122383892,134
"2015-03-27",NA,559950,NA,NA,1,2,1358,1978,1978,3,NA,1,47625858,-122365310,190
"2015-04-03",NA,245000,NA,NA,1,1,635,1908,2000,3,NA,1,47613077,-122347224,467
"2015-04-06",NA,800000,NA,NA,NA,NA,2600,1955,1979,2,NA,0,47664876,-122304621,174
"2015-02-08",NA,510000,NA,473786,3,4,1620,2001,2001,3,NA,1,47669303,-122391494,136
"2015-02-11",NA,339000,NA,321115,3,1,1150,1947,NA,1,NA,1,47520170,-122376680,158
"2015-01-30",NA,275000,NA,243209,1,1,507,2008,2008,1,NA,1,47618207,-122356166,516
"2015-03-17",NA,3125000,NA,NA,21,17.5,12580,2011,2010,3,NA,1,47583870,-122374850,1372
"2015-03-27",NA,274888,NA,NA,3,1.5,1060,1983,2001,1,6,1,47549657,-122355179,133
"2015-03-04",NA,370000,NA,NA,4,2,1950,1908,NA,1,NA,1,47537199,-122269361,443
"2015-01-20",NA,596000,NA,705999,NA,NA,6048,1968,1985,2,NA,0,47729884,-122295300,152
"2015-01-31","2015-02-24",625000,625000,379895,3,3,2660,NA,NA,2,NA,1,47549748,-122307771,800
"2015-02-07",NA,499000,NA,513927,4,1.75,1260,1918,NA,1,NA,1,47687026,-122391175,424
"2015-01-03",NA,700000,NA,600283,4,1,1760,1923,NA,2,NA,1,47688163,-122354438,236
"2015-03-24",NA,705000,NA,NA,2,2,1320,2004,2004,6,NA,1,47631810,-122357800,797
"2015-02-10",NA,NA,NA,541515,1,1,689,2009,2009,39,NA,1,47613560,-122334053,443
"2015-02-07",NA,799000,NA,596049,3,1,1400,1909,NA,2,NA,1,47637342,-122357744,330
"2015-03-29",NA,444000,NA,NA,4,2,1490,1913,2010,1,NA,1,47555460,-122268990,301
"2015-01-14",NA,525000,NA,543761,4,2.75,2260,2002,NA,1,NA,1,47708763,-122302444,655
"2015-01-21","2015-02-25",760000,760000,786466,4,4,3090,1992,NA,2,NA,1,47573284,-122286978,668
"2015-01-15",NA,2495000,NA,2004498,3,3,3050,1990,2007,2,NA,1,47624480,-122288160,1298
"2015-01-22","2015-02-27",749950,800000,392938,2,1,840,1920,NA,1,NA,1,47694410,-122346454,1214
"2015-03-26",NA,425000,NA,NA,5,1,1950,1917,NA,2,NA,1,47551120,-122385975,234
"2015-01-13","2015-02-19",525000,560000,559239,4,2,1380,1906,NA,2,NA,1,47658340,-122344500,263
"2015-01-28","2015-02-24",610000,680000,709267,3,3,1940,1958,NA,1,NA,1,47577811,-122399890,166
"2015-03-07",NA,399950,NA,NA,1,2,1070,2007,NA,2,NA,1,47557624,-122283700,208
"2015-01-15","2015-02-23",525000,467500,396720,3,1,1700,1918,NA,2,NA,1,47556823,-122276695,946
"2015-04-03",NA,215000,NA,NA,1,1,686,1989,2003,4,NA,1,47541100,-122387160,366
"2015-03-11",NA,1025000,NA,NA,4,1.75,2370,1949,NA,1,NA,1,47671553,-122263783,292
"2015-03-27",NA,775000,NA,NA,4,2.5,2610,1927,NA,2,NA,1,47684920,-122326290,453
"2015-01-23","2015-02-27",465000,473000,390996,2,1,940,1942,NA,1,NA,1,47648761,-122384754,33
"2015-01-30",NA,419990,NA,313802,1,1,985,1930,1965,3,NA,1,47658599,-122316319,120
"2015-04-01",NA,880000,NA,NA,NA,NA,2000,1955,1979,2,NA,0,47627591,-122290744,608
"2015-02-18",NA,1650000,NA,1421915,4,1.5,3520,1926,NA,3,NA,1,47628702,-122306223,600
"2015-02-20",NA,299800,NA,295481,2,1,1310,1944,NA,1,NA,1,47518464,-122376552,470
"2015-02-16",NA,475000,NA,452910,3,2.5,1810,1997,NA,2,NA,1,47651273,-122385516,655
"2015-03-12",NA,469950,NA,NA,3,1,1380,1918,2003,1,7,1,47551383,-122385223,163
"2015-01-16","2015-02-24",290000,290000,325395,2,2,1656,1972,1980,2,NA,1,47675001,-122265500,1269
"2015-03-29",NA,750000,NA,NA,2,2,1318,1982,1990,24,NA,1,47617129,-122351119,730
"2015-01-30",NA,1519000,NA,1329681,3,2.5,3360,1924,2006,2,12,1,47574127,-122282493,790
"2015-01-06","2015-01-26",700000,781000,723266,3,3,2070,1931,NA,2,NA,1,47685327,-122305052,1984
"2015-03-04",NA,NA,NA,NA,4,1.5,1200,1947,NA,2,NA,1,47669283,-122398882,71
"2015-03-04",NA,495000,NA,NA,3,2.75,1620,2003,NA,3,NA,1,47670030,-122392100,348
"2015-02-02",NA,260000,NA,257994,2,1,1330,1909,NA,2,NA,1,47525355,-122318850,511
"2015-02-07",NA,680000,NA,611626,3,2,1500,1923,NA,2,NA,1,47560240,-122389620,509
"2015-03-31",NA,NA,NA,NA,2,1.75,1320,1950,NA,1,8,0,47668332,-122282527,30
"2015-01-09","2015-02-13",425000,442000,398379,3,1,1190,1941,NA,1,NA,1,47534583,-122384871,914
"2015-03-26",NA,685000,NA,NA,4,2,1850,1954,NA,1,NA,1,47696521,-122323982,591
"2015-01-26","2015-03-02",550000,580000,503981,2,3,1810,2005,NA,2,NA,1,47676693,-122301079,350
"2015-03-25",NA,375000,NA,NA,2,2.25,1640,1980,NA,2,NA,1,47715367,-122340895,233
"2015-03-28",NA,749000,NA,NA,5,1.75,2330,1937,NA,2,NA,1,47646092,-122391982,404
"2015-04-01",NA,930000,NA,NA,NA,NA,2748,1953,1979,2,NA,0,47620363,-122308405,674
"2015-03-27",NA,NA,NA,NA,3,1.75,1480,1953,NA,1,NA,1,47675103,-122285562,351
"2015-02-06","2015-03-04",450000,470000,465921,2,2,1107,2002,2002,5,NA,1,47618390,-122323768,2004
"2015-04-01",NA,930000,NA,NA,NA,NA,2748,1953,1979,2,NA,0,47620380,-122307620,747
"2015-03-12",NA,NA,NA,NA,2,1,1790,1948,NA,1,NA,1,47559799,-122376595,260
"2015-01-23","2015-02-25",350000,365000,372460,3,3,1110,2008,NA,2,NA,1,47599884,-122299637,1205
"2015-01-05",NA,900000,NA,605895,3,2.5,1930,2001,NA,2,NA,1,47606628,-122305959,310
"2015-01-26","2015-02-24",298500,345000,327924,2,1,950,1912,2005,1,NA,1,47562474,-122289145,921
"2015-03-20",NA,575000,NA,NA,3,2.5,1740,2008,NA,3,NA,1,47588680,-122386350,419
"2015-01-09",NA,384600,NA,384550,2,2,1056,1947,1985,4,NA,1,47566677,-122409629,139
"2015-02-25",NA,550000,NA,583464,3,1,2210,1911,NA,2,NA,1,47573010,-122376160,621
"2015-03-27",NA,NA,NA,NA,2,1,1200,1951,NA,1,NA,1,47688030,-122281420,440
"2015-03-28",NA,875000,NA,NA,4,2.5,2970,1995,NA,2,NA,1,47567130,-122403550,597
"2015-03-07",NA,565000,NA,NA,2,1,1170,1905,2007,2,NA,1,47656916,-122344841,296
"2015-04-01",NA,339000,NA,NA,1,1,820,2003,2003,5,NA,1,47623690,-122361733,601
"2015-03-20",NA,569000,NA,NA,4,2,1930,1911,NA,2,NA,1,47615597,-122299155,582
"2015-04-01",NA,895000,NA,NA,3,1,2030,1909,2009,2,NA,1,47674318,-122307325,85
"2015-01-07","2015-01-30",699950,700000,649152,2,2,962,1991,1991,24,NA,1,47608643,-122338791,944
"2015-03-23",NA,495000,NA,NA,4,1.75,1550,1944,NA,1,NA,1,47656731,-122399144,553
"2015-01-19","2015-02-27",185000,185000,197745,NA,1,453,2000,2002,1,NA,1,47670100,-122377769,509
"2015-02-25",NA,575000,NA,489422,3,1.75,2140,1910,NA,1,NA,1,47699027,-122376983,507
"2015-03-14",NA,318000,NA,NA,2,1,830,1947,NA,1,NA,1,47693410,-122306525,272
"2015-02-26",NA,NA,NA,228837,1,1,530,1983,1984,3,NA,1,47679413,-122364830,10
"2015-04-06",NA,219000,NA,NA,1,1,572,1957,1985,16,NA,1,47611613,-122329940,506
"2015-01-16","2015-02-02",400000,429000,471295,2,1,1210,1924,NA,1,NA,1,47671500,-122365427,1473
"2015-02-05",NA,229900,NA,202357,2,2,912,1979,1979,3,NA,1,47546829,-122376808,477
"2015-03-13",NA,454950,NA,NA,4,3,2380,1925,NA,2,NA,1,47538417,-122375617,568
"2015-01-23","2015-02-06",425000,442500,421394,4,3,1970,1960,NA,1,NA,1,47725410,-122297870,419
"2015-04-02",NA,499000,NA,NA,2,2.25,1370,2000,NA,2,NA,1,47639930,-122319816,182
"2015-01-13","2015-03-04",210000,440475,471072,3,1,960,1943,NA,1,NA,1,47645566,-122403226,642
"2015-02-20",NA,275000,NA,229923,1,1,595,1960,2000,5,NA,1,47632505,-122346151,416
"2015-03-27",NA,NA,NA,NA,4,2,2140,1910,NA,2,NA,0,47638219,-122363236,177
"2015-01-12","2015-03-02",999950,977500,1141028,NA,NA,NA,NA,NA,NA,NA,0,47585284,-122296344,3144
"2015-03-12",NA,700000,NA,NA,4,2.5,2770,1993,NA,2,NA,1,47552950,-122383060,195
"2015-03-05",NA,595000,NA,NA,4,1,1790,1910,2003,2,NA,1,47588989,-122313446,527
"2015-01-14",NA,NA,NA,350178,1,1,915,2007,2007,1,NA,1,47666840,-122382180,137
"2015-03-21",NA,148750,NA,NA,NA,1,382,1913,1980,8,NA,1,47609843,-122338108,505
"2015-01-03",NA,225000,NA,193048,2,2,852,2000,2000,4,NA,1,47718097,-122318276,538
"2015-04-02",NA,699950,NA,NA,3,1.75,1700,1958,NA,1,NA,1,47665580,-122408135,604
"2015-04-02",NA,549000,NA,NA,2,1.75,1181,2003,2003,5,NA,1,47624754,-122364246,468
"2015-01-07","2015-02-20",200000,200000,227217,1,1,880,1946,1968,3,NA,1,47632860,-122343310,675
"2015-04-02",NA,NA,NA,NA,3,3.25,1760,2000,2000,2,NA,1,47622554,-122297836,22
"2015-02-23",NA,NA,NA,1354683,4,3,4310,1941,NA,2,NA,1,47632399,-122298116,160
"2015-03-31",NA,569000,NA,NA,3,1,1230,1927,NA,2,NA,1,47694652,-122315495,418
"2015-03-23",NA,249950,NA,NA,NA,1,421,1908,1990,1,NA,1,47613399,-122346374,153
"2015-04-01",NA,800000,NA,NA,4,2,2230,1946,NA,1,NA,1,47698585,-122379447,718
"2015-01-07","2015-02-13",289950,289950,247650,NA,1,524,2000,2000,1,NA,1,47618952,-122356954,276
"2015-01-24","2015-03-05",499500,490000,455541,2,1,1760,1951,2006,1,8,1,47557733,-122379194,967
"2015-03-19",NA,399999,NA,NA,2,1,1100,1946,NA,1,NA,1,47577150,-122381021,552
"2015-03-27",NA,725000,NA,NA,2,1,1480,1949,NA,1,NA,1,47684238,-122392684,506
"2015-03-14",NA,1199000,NA,NA,3,2.75,2180,2007,NA,3,NA,1,47642025,-122315234,867
"2015-04-03",NA,NA,NA,NA,4,2.75,2220,1958,2005,1,NA,1,47639004,-122372861,366
"2015-01-13",NA,1298000,NA,1419692,3,3.25,3450,1925,2002,2,NA,1,47638870,-122407135,775
"2015-01-14",NA,520000,NA,498297,3,1,1500,1943,NA,1,NA,1,47670584,-122268436,290
"2015-01-10","2015-02-12",649950,686500,655889,2,2,1390,1928,NA,2,NA,1,47670131,-122288246,2578
"2015-01-23","2015-02-12",425000,447000,377780,2,1,760,1920,NA,1,NA,1,47544350,-122381980,350
"2015-03-28",NA,394950,NA,NA,2,1,740,1947,NA,1,NA,1,47678710,-122300978,199
"2015-01-15",NA,1224000,NA,1117686,5,3,3710,1970,NA,2,NA,1,47665092,-122273460,250
"2015-01-09","2015-01-30",439000,460000,408665,1,1,954,2002,2002,5,NA,1,47646976,-122337375,819
"2015-03-12",NA,280000,NA,NA,4,1,1430,1947,NA,1,NA,1,47534264,-122354682,440
"2015-01-16","2015-02-13",415000,425000,409583,3,3,1120,2008,NA,2,NA,1,47610565,-122309672,688
"2015-03-27",NA,559950,NA,NA,1,2,1358,1978,1978,3,NA,1,47626165,-122366660,85
"2015-01-17","2015-02-19",325000,338000,324913,2,1,1470,1919,NA,1,NA,1,47534800,-122268530,472
"2015-01-15","2015-02-20",1595000,1600000,1565642,4,4,3560,2005,NA,2,NA,1,47633980,-122282570,2681
"2014-12-31","2015-01-30",309950,325000,313521,3,2,2080,1950,NA,1,NA,1,47514270,-122257130,153
"2015-01-13","2015-02-12",435000,507250,431364,3,1,1400,1915,2007,1,NA,1,47565925,-122380485,775
"2015-02-21",NA,310000,NA,257881,2,1,690,1943,NA,1,NA,1,47529180,-122367300,136
"2015-01-30","2015-02-27",329000,329000,295571,3,1,1200,1928,NA,2,NA,1,47506510,-122249190,588
"2015-02-05",NA,800000,NA,984294,2,2,1581,1982,1982,21,NA,1,47611360,-122343320,1033
"2015-01-22","2015-02-27",375000,385000,463165,3,2,1440,1918,NA,1,NA,1,47565750,-122384030,1190
"2015-03-21",NA,NA,NA,NA,7,5,9627,1909,1984,3,NA,1,47588703,-122391288,306
"2015-03-29",NA,999000,NA,NA,10,8,5910,1909,NA,3,NA,1,47628966,-122319889,774
"2015-01-08","2015-02-13",810000,834000,710491,4,4,2370,1928,NA,2,NA,1,47601010,-122294035,1127
"2015-03-10",NA,489950,NA,NA,3,2,1543,1981,1995,3,NA,1,47643915,-122348985,290
"2015-01-07","2015-01-26",138000,162000,164658,1,1,781,1984,1984,3,NA,1,47698211,-122326223,166
"2015-03-05",NA,595000,NA,NA,4,1,1790,1910,2003,2,NA,1,47589772,-122313573,418
"2015-02-05",NA,396000,NA,363991,3,1,1390,1949,NA,1,NA,1,47728905,-122337820,622
"2015-03-10",NA,900000,NA,NA,4,3,2490,1922,2003,2,NA,1,47662250,-122326070,399
"2015-01-28",NA,250000,NA,339776,1,1,760,1951,NA,1,NA,1,47585170,-122294315,412
"2015-01-14","2015-02-12",355000,367550,332279,2,2,1075,1979,1979,3,NA,1,47647579,-122374504,590
"2015-03-26",NA,1200000,NA,NA,3,2,2360,1948,NA,1,NA,1,47527680,-122384110,507
"2015-01-24","2015-02-25",650000,640000,565801,3,4,1740,1998,NA,2,NA,1,47608620,-122311440,1008
"2015-02-03",NA,699000,NA,544118,3,2.5,1710,2000,NA,2,NA,1,47639384,-122323558,426
"2015-04-04",NA,350000,NA,NA,3,1,1210,1941,NA,1,NA,1,47531015,-122372969,527
"2015-01-28","2015-02-26",529000,529000,514390,2,1,1210,1950,NA,1,NA,1,47657069,-122395499,998
"2015-03-21",NA,239800,NA,NA,2,1,580,1914,NA,1,NA,1,47537929,-122393572,79
"2015-02-16",NA,375000,NA,273453,1,1,702,2008,2008,1,NA,1,47647213,-122324423,520
"2015-03-27",NA,615000,NA,NA,5,3.5,2950,2004,NA,3,NA,1,47592370,-122297780,443
"2015-01-14","2015-02-25",365000,407000,427597,3,1,1140,1954,NA,1,NA,1,47708981,-122363430,732
"2015-02-21",NA,310000,NA,257881,2,1,690,1943,NA,1,NA,1,47528704,-122367585,572
"2015-01-16","2015-02-19",625000,629000,504978,1,1,891,2009,2009,19,NA,1,47617680,-122338860,1039
"2015-04-01",NA,385000,NA,NA,2,1,750,1926,NA,1,NA,1,47554760,-122272090,528
"2015-03-26",NA,1200000,NA,NA,3,2,2360,1948,NA,1,NA,1,47527415,-122384295,775
"2015-02-11",NA,299900,NA,269397,2,1.5,1052,1979,1979,4,NA,1,47691509,-122353847,316
"2015-03-02",NA,460000,NA,NA,3,2.5,2140,1910,NA,1,NA,1,47540812,-122396333,528
"2015-01-17","2015-03-05",499900,499000,447413,4,3,1970,1999,NA,2,NA,1,47594925,-122307610,1075
"2015-03-03",NA,350000,NA,NA,6,2,2020,1979,NA,1,NA,1,47532980,-122293810,334
"2015-01-28","2015-02-26",890000,890000,628292,1,1,987,2008,2008,1,NA,1,47617663,-122349194,675
"2015-04-01",NA,355000,NA,NA,3,1,760,1930,NA,2,NA,1,47534690,-122352460,182
"2015-04-06",NA,NA,NA,NA,2,1,1030,1942,NA,1,NA,1,47653160,-122403480,48
"2015-01-20","2015-02-17",524950,565000,502464,3,1,1260,1928,NA,2,NA,1,47689335,-122354309,962
"2015-01-04","2015-03-02",345900,335750,303355,3,3,2400,1955,NA,1,NA,1,47504460,-122251404,600
"2015-02-11",NA,380000,NA,386625,3,1.75,2030,1966,NA,1,NA,1,47555010,-122288150,194
"2015-01-02","2015-02-06",245000,245000,229233,2,1,843,1989,1995,5,NA,1,47692784,-122355520,164
"2015-01-09","2015-02-19",418000,429000,430342,2,1,1186,1930,1965,14,NA,1,47610100,-122324450,657
"2015-03-26",NA,420000,NA,NA,2,1.75,1210,1904,NA,1,NA,0,47714825,-122282104,449
"2015-03-20",NA,869900,NA,NA,3,2.5,2610,1990,NA,2,NA,1,47603274,-122291812,346
"2015-01-28",NA,349000,NA,357977,3,1.75,1280,1952,NA,1,NA,1,47725908,-122327296,291
"2015-03-06",NA,769000,NA,NA,3,1.5,1840,1923,1986,2,NA,1,47640151,-122403807,473
"2015-01-10","2015-02-17",259000,260000,268025,2,2,1088,1980,1980,3,NA,1,47654115,-122374250,576
"2015-01-27","2015-02-17",230000,239500,276430,2,1,620,1910,NA,1,NA,1,47550591,-122268069,457
"2015-01-22","2015-02-19",350000,350000,324113,1,1,641,1993,1999,25,NA,1,47616162,-122348877,986
"2015-02-05","2015-02-27",325000,325000,450227,4,1,1640,1928,NA,2,NA,1,47701671,-122353578,858
"2015-04-02",NA,399950,NA,NA,3,1.75,2390,1908,NA,1,NA,1,47536219,-122267703,397
"2015-01-16","2015-02-24",425000,425000,393491,3,1,1180,1951,NA,1,NA,1,47702785,-122294885,1019
"2015-02-12",NA,209000,NA,420282,4,1,1210,1946,NA,2,NA,1,47527230,-122327030,256
"2015-01-09","2015-02-17",357500,357500,310473,3,1,950,1954,NA,1,NA,1,47502006,-122374152,571
"2015-03-12",NA,498000,NA,NA,3,1.5,1720,1909,NA,2,10,1,47528357,-122265343,307
"2015-03-23",NA,359000,NA,NA,4,1,1210,1922,NA,2,NA,1,47522482,-122374204,494
"2015-04-01",NA,449000,NA,NA,2,1.5,1020,1968,1985,3,NA,1,47570810,-122410809,326
"2015-02-09",NA,250000,NA,218543,NA,1,534,2005,2005,6,NA,1,47675981,-122316983,45
"2015-03-06",NA,1095000,NA,NA,4,2,2710,1913,2005,2,NA,1,47638385,-122361894,833
"2015-04-04",NA,425000,NA,NA,1,1.5,788,2006,2006,1,NA,1,47618340,-122353584,282
"2015-03-05",NA,549000,NA,NA,2,2,1045,1968,1978,3,NA,1,47639912,-122276085,624
"2015-03-21",NA,299950,NA,NA,3,1,950,1943,NA,1,NA,1,47527285,-122265140,501
"2015-03-02",NA,550000,NA,NA,5,2.5,3220,1990,NA,2,NA,1,47537925,-122277091,195
"2015-01-26","2015-03-05",370000,365000,341409,2,2,1310,2009,NA,2,NA,1,47592528,-122295166,713
"2015-01-08","2015-02-24",407000,387500,378432,2,1,870,1938,NA,1,NA,1,47702479,-122321530,539
"2015-01-16","2015-02-11",337500,337500,320464,1,1,926,1963,1985,11,NA,1,47624355,-122363502,366
"2015-01-11","2015-02-27",1275000,1326000,1285656,3,3,2960,1953,NA,1,NA,1,47703444,-122384738,2952
"2015-03-20",NA,839000,NA,NA,4,2.75,2430,1955,NA,1,NA,1,47506125,-122386170,601
"2015-03-21",NA,479000,NA,NA,2,1.75,1760,1912,NA,2,NA,0,47580337,-122392631,168
"2015-03-27",NA,205000,NA,NA,NA,1,572,2000,2002,1,NA,1,47669842,-122377388,68
"2015-01-15","2015-02-05",550000,490000,559802,3,3,1262,2000,2000,3,NA,1,47613372,-122313163,1791
"2015-04-02",NA,230000,NA,NA,2,2,1166,1980,1980,4,NA,1,47556790,-122387010,209
